n_people,window1_tg,window2_tg,window3_tg,window4_tg,room_size,date,time,ext_temperature,shutter1_tg,shutter2_tg,shutter3_tg,shutter4_tg,temperature_opt,co2_opt,pressure_opt,brightness_opt,humidity_opt,window1_now,window2_now,window3_now,window4_now,shutter1_now,shutter2_now,shutter3_now,shutter4_now,temperature_now,co2_now,pressure_now,brightness_now,humidity_now
4,0,1,0,0,25,2024-06-01,13:49:00,28.0,0.3499999999999996,0.6999999999999997,0.6999999999999997,0.3499999999999996,21.0,413.79392505267583,1.04,4.500000000000001,32.44,0,1,0,0,0.4,0.7,0.7,0.3,23.36897196229084,473.57353692696535,1.0533018997140102,5.027842586041622,32.22347401403734
4,0,1,0,0,25,2024-06-01,13:50:00,28.0,0.3499999999999996,0.6999999999999997,0.6999999999999997,0.3499999999999996,21.0,495.60323845352457,1.04,4.500000000000001,56.45,0,1,0,0,0.3,0.8,0.8,0.3,22.978391736647854,568.2734472802787,0.988779689881272,3.856828468380689,64.80218426602453
4,0,1,0,0,25,2024-06-01,13:51:00,28.0,0.3499999999999996,0.6999999999999997,0.6999999999999997,0.3499999999999996,21.0,381.23413951228304,1.04,4.500000000000001,33.1,0,0,0,0,0.3,0.7,0.7,0.4,22.196844060535753,375.2892834865331,0.9036728702241755,4.701583769691312,35.81516178135137
4,0,1,0,0,25,2024-06-01,13:52:00,28.0,0.3499999999999996,0.7499999999999998,0.7499999999999998,0.3499999999999996,21.0,465.9259967890573,1.04,4.500000000000001,60.62,0,1,0,0,0.3,0.7,0.8,0.4,23.577029521738098,520.0520913531834,1.1497941608776006,4.200535581687677,56.596910742188975
4,0,1,0,0,25,2024-06-01,13:53:00,28.0,0.3999999999999996,0.6999999999999997,0.7499999999999998,0.3499999999999996,21.0,464.7495395066314,1.04,4.500000000000001,38.13,0,1,0,0,0.4,0.7,0.8,0.3,20.730034461291535,514.0499457902607,0.9316338060938926,4.361661622939369,40.93067291732967
4,0,1,0,0,25,2024-06-01,13:54:00,28.0,0.3999999999999996,0.6999999999999997,0.7499999999999998,0.3499999999999996,21.0,454.7227449139757,1.04,4.500000000000001,38.74,0,0,0,0,0.3,0.6,0.8,0.3,18.485134175794467,456.8980721833024,1.1097283263410818,5.163666699461172,36.55666004026033
4,0,1,0,0,25,2024-06-01,13:55:00,28.0,0.3999999999999996,0.6999999999999997,0.7499999999999998,0.3499999999999996,21.0,498.8130615304239,1.04,4.500000000000001,47.38,0,1,0,0,0.4,0.7,0.7,0.3,24.09898758538318,555.1406763379539,1.1553261809669721,4.575544084397496,40.494352686910815
4,0,1,0,0,25,2024-06-01,13:56:00,28.0,0.3499999999999996,0.6999999999999997,0.7499999999999998,0.3499999999999996,21.0,417.425532291647,1.04,4.500000000000001,47.91,0,1,1,0,0.3,0.7,0.7,0.4,19.234855330679057,392.70171551904025,1.0594321344007187,4.815858013728443,54.54577617326852
5,0,1,0,0,25,2024-06-01,13:57:00,28.0,0.3499999999999996,0.6999999999999997,0.7499999999999998,0.3499999999999996,21.0,450.9957795689873,1.05,4.500000000000001,37.61,1,1,0,1,0.4,0.6,0.9,0.4,18.468425146608812,384.2623139117433,1.1968331974005293,4.688402039668246,34.1027367002329
5,0,1,0,0,25,2024-06-01,13:58:00,28.0,0.3499999999999996,0.6999999999999997,0.7499999999999998,0.3999999999999996,21.0,411.84091044198334,1.05,4.500000000000001,43.18,0,1,0,0,0.4,0.6,0.8,0.4,23.818762082891507,366.1254228289209,1.1715682664444313,3.947427982785497,48.172734293403565
5,0,1,0,0,25,2024-06-01,13:59:00,28.0,0.3499999999999996,0.6999999999999997,0.7499999999999998,0.3499999999999996,21.0,466.4197204815606,1.05,4.500000000000001,38.89,0,1,0,0,0.4,0.6,0.7,0.4,23.951748762052656,492.61491704691514,1.1382273077662115,4.7141298897151325,39.14316623676308
5,0,1,0,0,25,2024-06-01,14:00:00,28.0,0.3499999999999996,0.6999999999999997,0.7499999999999998,0.2999999999999996,21.0,439.1572789352272,1.05,4.500000000000001,35.95,0,1,0,0,0.4,0.8,0.7,0.3,19.2398070276914,497.73667342431565,1.1745850076989122,3.9241453465829172,31.520612550344666
4,0,1,0,0,25,2024-06-01,14:01:00,28.0,0.3499999999999996,0.6999999999999997,0.7999999999999998,0.3499999999999996,21.0,421.2064042613173,1.04,4.500000000000001,51.89,0,1,0,0,0.3,0.8,0.7,0.4,21.230621087279875,404.9748195942157,0.9043271624669698,4.784437391532856,47.21545145741094
4,0,1,0,0,25,2024-06-01,14:02:00,28.0,0.3499999999999996,0.6499999999999997,0.7499999999999998,0.3499999999999996,21.0,480.14861483067534,1.04,4.500000000000001,69.09,0,0,0,0,0.3,0.6,0.7,0.3,23.982560419290813,523.9539286498425,0.9426672629444628,4.551473770440639,73.85782811264295
4,0,1,0,0,25,2024-06-01,14:03:00,28.0,0.3499999999999996,0.6999999999999997,0.7499999999999998,0.3499999999999996,21.0,492.2581416232995,1.04,4.500000000000001,59.76,0,1,0,0,0.3,0.8,0.8,0.4,19.763746974265572,529.2491000546449,1.0203418419192687,4.951798907170212,65.76143304896578
5,0,1,0,0,25,2024-06-01,14:04:00,28.0,0.3499999999999996,0.6999999999999997,0.7499999999999998,0.3499999999999996,21.0,427.8599608007778,1.05,4.500000000000001,35.31,1,1,0,0,0.3,0.8,0.7,0.3,22.091039579268738,427.08818169305766,1.1912252529486334,4.75336730005219,30.35860048958918
5,0,1,0,0,25,2024-06-01,14:05:00,28.0,0.3999999999999996,0.6999999999999997,0.7499999999999998,0.2999999999999996,21.0,455.8763397330199,1.05,4.500000000000001,56.71,0,1,0,0,0.4,0.8,0.8,0.3,18.34862732440399,437.9822292173382,0.9726541701188209,4.07844956959161,55.9462523908564
5,0,1,0,0,25,2024-06-01,14:06:00,28.0,0.3999999999999996,0.6999999999999997,0.7499999999999998,0.2999999999999996,21.0,539.294584317309,1.05,4.500000000000001,55.28,0,1,0,0,0.4,0.7,0.7,0.3,19.610379919625018,476.67350527723283,1.1533108798784943,3.9089028541684527,58.15628985201905
4,0,1,0,0,25,2024-06-01,14:07:00,28.0,0.3999999999999996,0.6499999999999997,0.7499999999999998,0.2999999999999996,21.0,387.4170152827067,1.04,4.500000000000001,53.62,0,1,0,0,0.4,0.6,0.8,0.3,20.561980318678735,348.9555579713675,1.0632986262550594,4.032021360192956,58.73699424851347
5,0,1,0,0,25,2024-06-01,14:08:00,28.0,0.3999999999999996,0.6999999999999997,0.7499999999999998,0.2999999999999996,21.0,413.8540792167068,1.05,4.500000000000001,65.92,0,1,0,1,0.4,0.6,0.6,0.3,21.197162923892026,410.3180576341061,1.0257614579716505,4.458430104078501,57.77010471409845
5,0,1,0,0,25,2024-06-01,14:09:00,28.0,0.3999999999999996,0.6999999999999997,0.7499999999999998,0.2999999999999996,21.0,424.4186483809344,1.05,4.500000000000001,42.68,1,1,1,0,0.4,0.7,0.8,0.3,19.021492963662652,385.17453908100003,0.9163362723745341,4.458764451146936,45.29536622539676
5,0,1,0,0,25,2024-06-01,14:10:00,28.0,0.3999999999999996,0.6999999999999997,0.6999999999999997,0.2999999999999996,21.0,489.2819251190312,1.05,4.500000000000001,30.28,0,1,0,0,0.4,0.8,0.6,0.3,22.65805430434394,469.1825763562348,1.1331227391766203,4.201058053841819,31.24389122210369
4,0,1,0,0,25,2024-06-01,14:11:00,28.0,0.3999999999999996,0.6999999999999997,0.6999999999999997,0.2499999999999996,21.0,398.0566725207197,1.04,4.500000000000001,63.03,0,1,0,1,0.4,0.6,0.7,0.2,18.41922449392237,341.93731769197376,1.0887484536815677,4.39831278200964,64.69261053426985
4,0,1,0,0,25,2024-06-01,14:12:00,28.0,0.3999999999999996,0.6999999999999997,0.6999999999999997,0.2499999999999996,21.0,496.169165774088,1.04,4.500000000000001,58.92,0,1,0,0,0.4,0.7,0.8,0.3,21.72473215836077,481.9743801122316,0.9473538855722632,5.034691997997304,57.97064392438129
4,0,1,0,0,25,2024-06-01,14:13:00,28.0,0.3999999999999996,0.6499999999999997,0.6999999999999997,0.2499999999999996,21.0,433.6057432710225,1.04,4.500000000000001,40.08,0,1,0,0,0.4,0.7,0.7,0.3,18.566523852692367,451.5644455520781,1.1920310752604644,4.1644558759683195,42.12701853212924
4,0,1,0,0,25,2024-06-01,14:14:00,28.0,0.3999999999999996,0.6499999999999997,0.6499999999999997,0.2499999999999996,21.0,440.18215524202,1.04,4.500000000000001,47.88,0,1,0,0,0.4,0.6,0.6,0.2,19.925138741778078,424.59314851946067,1.0848577936518855,4.811032612193925,44.023708948671654
4,0,1,0,0,25,2024-06-01,14:15:00,28.0,0.3999999999999996,0.6499999999999997,0.6499999999999997,0.2999999999999996,21.0,409.5990338966488,1.04,4.500000000000001,49.12,0,1,0,0,0.4,0.7,0.6,0.3,21.192541328481287,398.79786674232645,1.1524401382947345,4.871690860847088,46.75010405376072
4,0,1,0,0,25,2024-06-01,14:16:00,28.0,0.3999999999999996,0.6999999999999997,0.6499999999999997,0.2999999999999996,21.0,436.515230292168,1.04,4.500000000000001,35.29,0,1,0,0,0.4,0.8,0.6,0.3,22.34676605084795,428.7507424963155,1.1145456515317893,4.441322157177778,31.17629356875346
3,0,1,0,0,25,2024-06-01,14:17:00,28.0,0.3999999999999996,0.7499999999999998,0.6499999999999997,0.2999999999999996,21.0,419.57222693733104,1.03,4.500000000000001,67.03,0,1,0,0,0.4,0.7,0.7,0.3,23.97777600928707,409.3367195117779,0.9432598730067582,4.048696532216843,75.31473624989114
3,0,1,0,0,25,2024-06-01,14:18:00,28.0,0.3999999999999996,0.7499999999999998,0.6499999999999997,0.2999999999999996,21.0,427.6059423258639,1.03,4.500000000000001,48.35,0,1,0,0,0.4,0.8,0.7,0.3,18.856113508811173,467.3504610224723,1.0463475681718044,4.89408979661694,49.71989698691806
3,0,1,0,0,25,2024-06-01,14:19:00,28.0,0.3499999999999996,0.7499999999999998,0.6499999999999997,0.2999999999999996,21.0,427.84812744389217,1.03,4.500000000000001,69.7,0,1,0,0,0.3,0.8,0.7,0.3,19.24072078247502,490.9938031390489,0.9302542255549859,4.958973793565089,68.42103674449284
2,0,1,0,0,25,2024-06-01,14:20:00,28.0,0.3499999999999996,0.7499999999999998,0.6499999999999997,0.2999999999999996,21.0,374.6734667616453,1.02,4.500000000000001,43.49,0,1,0,0,0.4,0.6,0.6,0.3,18.370944167288332,345.8810912475943,0.9836618694017452,4.0395527227391765,40.90893760063951
2,0,1,0,0,25,2024-06-01,14:21:00,28.0,0.3499999999999996,0.7499999999999998,0.6499999999999997,0.3499999999999996,21.0,394.26158649963145,1.02,4.500000000000001,60.77,0,1,0,0,0.3,0.7,0.7,0.4,18.022813176134,444.98835466279263,1.1372783055525073,4.318300308724517,64.04998205756672
2,0,1,0,0,25,2024-06-01,14:22:00,28.0,0.3499999999999996,0.7499999999999998,0.6499999999999997,0.3499999999999996,21.0,389.0444708383666,1.02,4.500000000000001,36.51,1,1,1,0,0.3,0.7,0.6,0.3,18.92096588622573,386.3381120149795,0.9967336826351514,4.017465563387399,37.221706104402095
2,0,1,0,0,25,2024-06-01,14:23:00,28.0,0.2999999999999996,0.7499999999999998,0.6499999999999997,0.3499999999999996,21.0,385.4228868819175,1.02,4.500000000000001,58.49,0,1,0,0,0.3,0.8,0.7,0.4,20.41419709635808,398.7359261450335,0.9100948402763289,4.445439583658108,54.50711152832397
2,0,1,0,0,25,2024-06-01,14:24:00,28.0,0.2999999999999996,0.7499999999999998,0.6999999999999997,0.3499999999999996,21.0,343.3363313008276,1.02,4.500000000000001,50.74,0,1,0,0,0.3,0.7,0.7,0.4,20.621957234129262,364.1564492783906,1.0598791700196353,4.220475933526295,51.18470724318883
2,0,1,0,0,25,2024-06-01,14:25:00,28.0,0.2499999999999996,0.7499999999999998,0.6999999999999997,0.2999999999999996,21.0,340.4126777331789,1.02,4.500000000000001,55.0,0,1,0,0,0.2,0.7,0.7,0.3,17.92115718161967,348.82808192824064,0.9979376005514249,4.830400121142222,54.561031213884995
2,0,1,0,0,25,2024-06-01,14:26:00,28.0,0.2499999999999996,0.7499999999999998,0.6999999999999997,0.2499999999999996,21.0,352.7468366317284,1.02,4.500000000000001,56.36,0,1,0,0,0.2,0.8,0.7,0.2,20.139289971831737,336.1434641872061,1.138505532063422,3.895916688321697,60.49538898523047
2,0,1,0,0,25,2024-06-01,14:27:00,28.0,0.2499999999999996,0.7499999999999998,0.7499999999999998,0.2499999999999996,21.0,379.81141563480713,1.02,4.500000000000001,44.91,0,1,0,0,0.2,0.8,0.9,0.2,19.79551863593263,351.92566873342287,1.0488476206540627,4.534913937064819,38.982068819567125
2,0,1,0,0,25,2024-06-01,14:28:00,28.0,0.2499999999999996,0.7499999999999998,0.6999999999999997,0.2499999999999996,21.0,364.6718493329528,1.02,4.500000000000001,50.09,0,1,0,0,0.3,0.7,0.8,0.3,22.424215261245973,408.52435585776936,1.0028503444970898,4.514966362389949,51.670138929432184
2,0,1,0,0,25,2024-06-01,14:29:00,28.0,0.1999999999999996,0.7499999999999998,0.6999999999999997,0.2499999999999996,21.0,364.1443755579587,1.02,4.500000000000001,69.31,0,0,0,0,0.2,0.7,0.8,0.2,23.281949877539923,369.83018902261705,1.0503342318786755,4.468799555890853,69.10162318123855
3,0,1,0,0,25,2024-06-01,14:30:00,28.0,0.1999999999999996,0.7499999999999998,0.6999999999999997,0.2499999999999996,21.0,439.6128199406653,1.03,4.500000000000001,56.62,0,1,0,0,0.2,0.7,0.8,0.3,22.71857838447991,392.1210703896579,1.1838542115249737,4.226006608725436,56.009688583483566
3,0,1,0,0,25,2024-06-01,14:31:00,28.0,0.1999999999999996,0.7499999999999998,0.6999999999999997,0.1999999999999996,21.0,440.6006563318655,1.03,4.500000000000001,63.71,0,1,0,0,0.2,0.9,0.7,0.2,21.936578076183423,483.7210812186574,0.9324471178293509,4.003760143994646,56.95098714826246
3,0,1,0,0,25,2024-06-01,14:32:00,28.0,0.1999999999999996,0.7499999999999998,0.7499999999999998,0.1999999999999996,21.0,441.8257737648227,1.03,4.500000000000001,59.24,0,1,0,0,0.2,0.8,0.8,0.2,22.369338475446575,448.3455375490533,1.0333084602775637,5.072731247518203,66.47361880361635
3,0,1,0,0,25,2024-06-01,14:33:00,28.0,0.1999999999999996,0.7499999999999998,0.6999999999999997,0.1999999999999996,21.0,388.24902688635245,1.03,4.500000000000001,43.59,0,1,0,0,0.2,0.7,0.8,0.2,18.60886197796229,409.82500002758877,1.1000332396828651,4.927694691345626,48.57120600859
3,0,1,0,0,25,2024-06-01,14:34:00,28.0,0.1999999999999996,0.7499999999999998,0.6999999999999997,0.1999999999999996,21.0,422.1950231465336,1.03,4.500000000000001,30.12,0,1,0,0,0.2,0.7,0.7,0.2,21.59976555055351,421.34462279809634,1.0744169789648954,4.606909533285958,31.014799063309685
2,0,1,0,0,25,2024-06-01,14:35:00,28.0,0.2499999999999996,0.7499999999999998,0.6999999999999997,0.1499999999999997,21.0,356.29799087646217,1.02,4.500000000000001,48.57,0,1,0,0,0.3,0.8,0.7,0.2,18.14320822727792,313.5519690793815,0.9965964250730853,3.9451435868046323,42.71469104292143
2,0,1,0,0,25,2024-06-01,14:36:00,28.0,0.2999999999999996,0.6999999999999997,0.6999999999999997,0.1999999999999996,21.0,351.436589984467,1.02,4.500000000000001,53.31,0,1,0,0,0.3,0.7,0.6,0.2,17.935456557046514,361.09306379014293,0.9281411447683927,4.9826092805779085,51.69194524471754
2,0,1,0,0,25,2024-06-01,14:37:00,28.0,0.2999999999999996,0.6999999999999997,0.6999999999999997,0.1999999999999996,21.0,351.07794744084214,1.02,4.500000000000001,63.05,0,1,0,0,0.3,0.6,0.7,0.2,22.65476655121928,331.7030460126449,1.1425654647600794,4.573553505037023,67.09364134207648
2,0,1,0,0,25,2024-06-01,14:38:00,28.0,0.2999999999999996,0.6999999999999997,0.6999999999999997,0.2499999999999996,21.0,360.52645725181566,1.02,4.500000000000001,35.06,0,1,1,0,0.3,0.7,0.8,0.2,19.038247807289704,360.2772774672927,1.153130804459884,4.965758085590804,32.63610996262269
1,0,1,0,0,25,2024-06-01,14:39:00,28.0,0.2999999999999996,0.6499999999999997,0.6999999999999997,0.2499999999999996,21.0,332.89872859339465,1.01,4.500000000000001,56.41,0,1,0,0,0.3,0.6,0.8,0.3,18.19292675568431,376.8453166910154,1.0488119371608025,4.790257962909019,51.47680000680735
1,0,1,0,0,25,2024-06-01,14:40:00,28.0,0.2999999999999996,0.6499999999999997,0.6999999999999997,0.2999999999999996,21.0,344.928475131652,1.01,4.500000000000001,40.85,0,1,0,0,0.3,0.7,0.7,0.3,21.213214889586553,334.90802326208023,1.0649445677618323,4.143865225360102,36.84613905111427
1,0,1,0,0,25,2024-06-01,14:41:00,28.0,0.2499999999999996,0.6999999999999997,0.6999999999999997,0.2999999999999996,21.0,323.5967328041814,1.01,4.500000000000001,37.3,0,1,0,0,0.2,0.6,0.7,0.3,20.732561186912545,370.9308712213912,1.094827870413231,4.42268244048908,39.68072685809679
1,0,1,0,0,25,2024-06-01,14:42:00,28.0,0.1999999999999996,0.7499999999999998,0.6999999999999997,0.3499999999999996,21.0,342.04777542184684,1.01,4.500000000000001,57.5,1,1,0,1,0.2,0.8,0.8,0.3,21.31241167368252,308.0375516153683,1.1565476900081257,4.998568334648172,64.95997803071391
1,0,1,0,0,25,2024-06-01,14:43:00,28.0,0.2499999999999996,0.7499999999999998,0.6999999999999997,0.2999999999999996,21.0,335.9436474256792,1.0,4.500000000000001,34.04,0,0,0,0,0.3,0.7,0.6,0.3,20.291758868553366,322.67424355127,0.9720875569508269,4.367262975722431,32.426779181639304
1,0,1,0,0,25,2024-06-01,14:44:00,28.0,0.2499999999999996,0.6999999999999997,0.6999999999999997,0.2999999999999996,21.0,328.63836028027976,1.0,4.500000000000001,31.97,0,1,0,0,0.3,0.7,0.8,0.3,19.7082068594327,343.8578663141209,1.0872966710087404,4.896332285584339,31.240202553701423
1,0,1,0,0,25,2024-06-01,14:45:00,28.0,0.2499999999999996,0.6999999999999997,0.6999999999999997,0.3499999999999996,21.0,334.7845875359848,1.0,4.500000000000001,41.09,0,1,0,0,0.3,0.7,0.7,0.4,19.03346711464784,286.85272701903125,0.902268664540687,4.590651703078132,35.37365157737946
1,0,1,0,0,25,2024-06-01,14:46:00,28.0,0.2499999999999996,0.6999999999999997,0.6999999999999997,0.3499999999999996,21.0,328.9982620933107,1.0,4.500000000000001,34.26,0,1,0,0,0.2,0.6,0.8,0.4,18.869075940735776,323.1189435033815,0.9505378666803352,3.927869160315346,30.54903643744009
1,0,1,0,0,25,2024-06-01,14:47:00,28.0,0.2499999999999996,0.7499999999999998,0.6999999999999997,0.2999999999999996,21.0,337.8824586571492,1.0,4.500000000000001,40.98,0,1,0,0,0.2,0.7,0.6,0.3,19.277579035359082,354.22425067392544,0.8699826540924935,4.981222173386935,38.708984490789476
1,0,1,0,0,25,2024-06-01,14:48:00,28.0,0.2999999999999996,0.7499999999999998,0.6999999999999997,0.2999999999999996,21.0,333.0153176856573,1.0,4.500000000000001,49.13,0,0,0,0,0.3,0.7,0.6,0.3,20.807029222571988,298.47855258138924,1.014834142988597,4.694536366568742,44.818071500504374
1,0,1,0,0,25,2024-06-01,14:49:00,28.0,0.2999999999999996,0.7499999999999998,0.7499999999999998,0.3499999999999996,21.0,324.93216587236634,0.99,4.500000000000001,49.1,0,1,0,1,0.3,0.7,0.8,0.4,19.576887523589978,304.81948081807377,1.1140852448620275,3.9057285028452,43.081448397973084
1,0,1,0,0,25,2024-06-01,14:50:00,28.0,0.2499999999999996,0.7499999999999998,0.7499999999999998,0.3499999999999996,21.0,323.4974922366709,0.99,4.500000000000001,51.13,0,1,0,0,0.3,0.8,0.6,0.4,21.40597238349674,356.7719024821373,0.8837356225573131,4.040796003256509,45.18696900743152
1,0,1,0,0,25,2024-06-01,14:51:00,28.0,0.2499999999999996,0.7999999999999998,0.7499999999999998,0.3499999999999996,21.0,336.4008704621639,0.99,4.500000000000001,32.32,0,1,0,0,0.2,0.9,0.7,0.3,18.60209840947391,304.008316360213,1.109661054816403,4.447769687771317,28.512655445053507
1,0,1,0,0,25,2024-06-01,14:52:00,28.0,0.2499999999999996,0.7999999999999998,0.7499999999999998,0.3499999999999996,21.0,347.0723909985831,0.99,4.500000000000001,58.37,0,1,0,0,0.3,0.7,0.7,0.3,19.253821684927253,332.8823336447877,0.9597002988375194,3.933848929474034,52.976480681496156
1,0,1,0,0,25,2024-06-01,14:53:00,28.0,0.1999999999999996,0.7999999999999998,0.7999999999999998,0.2999999999999996,21.0,330.3187305967306,0.99,4.500000000000001,35.93,0,1,0,0,0.2,0.8,0.7,0.3,23.564337739053155,298.39398622055404,0.9632387801740452,4.194587668463951,32.89182532543453
1,0,1,0,0,25,2024-06-01,14:54:00,28.0,0.1999999999999996,0.7999999999999998,0.7999999999999998,0.2999999999999996,21.0,341.9900032166787,0.99,4.500000000000001,40.11,0,1,0,0,0.2,0.9,0.7,0.3,22.335754645864455,360.44889912225216,1.1088429921305336,4.7628575733946,39.20501087824593
1,0,1,0,0,25,2024-06-01,14:55:00,28.0,0.1999999999999996,0.7999999999999998,0.7999999999999998,0.2499999999999996,21.0,339.759840648193,0.99,4.500000000000001,43.03,0,1,0,0,0.2,0.8,0.8,0.3,18.893721643674574,346.01584701625836,1.1005184158527506,4.401252020929078,37.043496620377354
1,0,1,0,0,25,2024-06-01,14:56:00,28.0,0.1999999999999996,0.7999999999999998,0.7999999999999998,0.2499999999999996,21.0,347.94664742928444,0.99,4.500000000000001,64.61,0,1,0,0,0.2,0.9,0.8,0.2,21.965210336932532,385.8197979613161,1.083582303192336,5.03896098796226,65.7466739220538
1,0,1,0,0,25,2024-06-01,14:57:00,28.0,0.1999999999999996,0.7999999999999998,0.7999999999999998,0.2999999999999996,21.0,344.62943051897423,0.99,4.500000000000001,50.27,0,1,1,0,0.2,0.9,0.7,0.3,19.166837354369136,338.59511165018665,1.1236699192451403,4.653038639725065,56.206677069092194
1,0,1,0,0,25,2024-06-01,14:58:00,28.0,0.1999999999999996,0.8499999999999999,0.7499999999999998,0.2999999999999996,21.0,336.9981577671639,0.99,4.500000000000001,52.64,0,1,0,0,0.2,0.9,0.7,0.3,21.70361694292668,318.28274075340596,1.065446395026867,4.886489032757344,55.871369193832095
1,0,1,0,0,25,2024-06-01,14:59:00,28.0,0.1999999999999996,0.8999999999999999,0.7499999999999998,0.2999999999999996,21.0,339.71091494702324,0.98,4.500000000000001,52.51,0,1,0,0,0.2,0.8,0.7,0.3,20.170289601490516,330.03069835097676,0.9552882387168322,4.322522726478973,47.285979374918966
1,0,1,0,0,25,2024-06-01,15:00:00,28.0,0.1499999999999997,0.8999999999999999,0.7499999999999998,0.2499999999999996,21.0,346.95159399752106,0.97,4.500000000000001,44.01,0,1,0,0,0.1,0.9,0.6,0.2,20.65895843854323,384.13228612888025,1.003304862619145,4.74930234649602,49.112772544358045
1,0,1,0,0,25,2024-06-01,15:01:00,28.0,0.1499999999999997,0.8999999999999999,0.7499999999999998,0.2499999999999996,21.0,331.9855635376081,0.97,4.500000000000001,40.92,0,1,0,0,0.2,0.8,0.8,0.3,20.89119033098215,331.5274337396844,0.9391479029133096,4.674678227459066,37.56125813502195
1,0,1,0,0,25,2024-06-01,15:02:00,28.0,0.1499999999999997,0.8999999999999999,0.7499999999999998,0.2499999999999996,21.0,329.80384117573334,0.96,4.500000000000001,44.64,0,1,0,0,0.2,0.9,0.7,0.3,22.453339163772984,308.3965504687089,0.9067581558623415,3.949290194281333,48.97821543458271
1,0,1,0,0,25,2024-06-01,15:03:00,28.0,0.1499999999999997,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,320.32433250905586,0.96,4.500000000000001,45.02,0,1,0,0,0.2,0.8,0.8,0.3,19.74463329546399,355.3070844844078,0.963565974685597,4.3241917199731255,50.958859239650835
1,0,1,0,0,25,2024-06-01,15:04:00,28.0,0.1,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,344.796532225744,0.96,4.500000000000001,32.02,0,1,0,0,0.1,0.9,0.8,0.2,22.698740640293728,307.95015681622846,0.9519752034087218,4.143533298432625,29.447950504399447
1,0,1,0,0,25,2024-06-01,15:05:00,28.0,0.1,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,344.0294210121009,0.96,4.500000000000001,51.56,1,1,0,0,0.1,1.0,0.7,0.2,21.464452867894607,300.83709540407256,0.9623404340081713,4.251740929199293,47.993754404655775
1,0,1,0,0,25,2024-06-01,15:06:00,28.0,0.1,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,323.1336355430045,0.96,4.500000000000001,65.18,0,1,0,0,0.1,0.8,0.8,0.2,18.67926195126802,337.5387936529495,0.980927021207344,4.303441204158674,63.77024152899556
1,0,1,0,0,25,2024-06-01,15:07:00,28.0,0.1,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,337.30572143398103,0.96,4.500000000000001,53.14,0,0,0,0,0.1,0.9,0.8,0.3,20.46360217709327,374.83119934833036,0.8650534948160866,4.761561760171695,54.020675183119636
1,0,1,0,0,25,2024-06-01,15:08:00,28.0,0.1,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,333.91945094500664,0.96,4.500000000000001,57.0,0,1,0,0,0.1,1.0,0.7,0.2,20.03960877630705,350.44069510451266,1.0241119029195556,4.957597135480443,65.35954782606728
1,0,1,0,0,25,2024-06-01,15:09:00,28.0,0.1,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,323.56127286527334,0.96,4.500000000000001,61.12,0,1,0,0,0.1,0.7,0.7,0.2,22.647229623968034,341.1976903409069,0.9520097053623222,4.700587606866213,58.1622998334771
1,0,1,0,0,25,2024-06-01,15:10:00,28.0,0.1,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,349.4170468118217,0.96,4.500000000000001,53.41,0,1,0,0,0.1,1.0,0.8,0.3,24.12965706981541,389.4855066511563,0.9618989258940625,4.83115901926872,52.01131043890399
1,0,1,0,0,25,2024-06-01,15:11:00,28.0,0.1,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,326.44087662390064,0.96,4.500000000000001,68.61,0,1,0,1,0.1,0.9,0.7,0.3,22.947615377152538,305.21677214732114,1.0255288036687098,4.59736583869177,69.85857807073135
1,0,1,0,0,25,2024-06-01,15:12:00,28.0,0.15,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,322.01702540271685,0.96,4.500000000000001,49.05,1,1,0,1,0.2,1.0,0.9,0.3,24.047689465917077,277.78588266567425,0.9682489167990127,5.10067441785426,48.89555943948543
1,0,1,0,0,25,2024-06-01,15:13:00,28.0,0.15,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,337.8454213850573,0.96,4.500000000000001,52.56,0,1,0,0,0.2,0.9,0.7,0.3,22.757668500554033,368.7435136169653,0.9435353750479164,4.8992115437844435,55.29568203259085
1,0,1,0,0,25,2024-06-01,15:14:00,28.0,0.15,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,342.166000313991,0.96,4.500000000000001,61.73,0,1,0,0,0.1,1.0,0.7,0.3,22.51587763410618,351.7316906750087,0.9982812503625168,3.8748847270283413,56.30097358888498
1,0,1,0,0,25,2024-06-01,15:15:00,28.0,0.15,0.8499999999999999,0.7499999999999998,0.2499999999999996,21.0,320.97330338141563,0.96,4.500000000000001,34.59,0,1,0,0,0.1,0.8,0.8,0.3,23.452727127284337,274.0300680109791,1.0968360093938674,4.937727456006378,30.519105014694414
