n_people,window1,window2,window3,window4,room_size,date,time,ext_temperature,shutter1,shutter2,shutter3,shutter4,temperature,co2,pressure,brightness,humidity
1,0,1,0,0,25,2024-06-01,10:52:00,28.0,0.7499999999999998,0.6499999999999997,0.7999999999999998,0.5999999999999996,21.0,343.9487959162756,0.97,4.500000000000001,47.35
1,0,1,0,0,25,2024-06-01,10:53:00,28.0,0.7499999999999998,0.6499999999999997,0.7999999999999998,0.5999999999999996,21.0,329.7876175412344,0.97,4.500000000000001,65.19
1,0,1,0,0,25,2024-06-01,10:54:00,28.0,0.7499999999999998,0.6499999999999997,0.7999999999999998,0.5999999999999996,21.0,328.98150121116043,0.97,4.500000000000001,35.18
1,0,1,0,0,25,2024-06-01,10:55:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.5999999999999996,21.0,326.97517976623493,0.97,4.500000000000001,67.44
1,0,1,0,0,25,2024-06-01,10:56:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.5499999999999996,21.0,323.8903693467271,0.97,4.500000000000001,38.79
1,0,1,0,0,25,2024-06-01,10:57:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.4999999999999996,21.0,327.693891830503,0.97,4.500000000000001,43.12
1,0,1,0,0,25,2024-06-01,10:58:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.4999999999999996,21.0,330.65959245421664,0.97,4.500000000000001,48.27
1,0,1,0,0,25,2024-06-01,10:59:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.4999999999999996,21.0,340.2198262443719,0.97,4.500000000000001,34.82
1,0,1,0,0,25,2024-06-01,11:00:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.4999999999999996,21.0,321.8769452665836,0.97,4.500000000000001,66.0
1,0,1,0,0,25,2024-06-01,11:01:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.4999999999999996,21.0,326.3152081899603,0.97,4.500000000000001,45.08
2,0,1,0,0,25,2024-06-01,11:02:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.4999999999999996,21.0,388.5414184175006,0.98,4.500000000000001,47.45
2,0,1,0,0,25,2024-06-01,11:03:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.4999999999999996,21.0,348.81531541502625,0.98,4.500000000000001,61.15
2,0,1,0,0,25,2024-06-01,11:04:00,28.0,0.6999999999999997,0.6499999999999997,0.7999999999999998,0.4999999999999996,21.0,360.5587087913513,0.98,4.500000000000001,51.77
2,0,1,0,0,25,2024-06-01,11:05:00,28.0,0.6999999999999997,0.6999999999999997,0.7999999999999998,0.4999999999999996,21.0,391.8795353114885,0.98,4.500000000000001,55.2
2,0,1,0,0,25,2024-06-01,11:06:00,28.0,0.6999999999999997,0.6999999999999997,0.7999999999999998,0.5499999999999996,21.0,349.2955186686066,0.98,4.500000000000001,62.2
2,0,1,0,0,25,2024-06-01,11:07:00,28.0,0.6999999999999997,0.6999999999999997,0.7999999999999998,0.5499999999999996,21.0,344.9642101370914,0.98,4.500000000000001,31.91
2,0,1,0,0,25,2024-06-01,11:08:00,28.0,0.6999999999999997,0.6999999999999997,0.7999999999999998,0.5499999999999996,21.0,369.0722797048006,0.98,4.500000000000001,33.98
2,0,1,0,0,25,2024-06-01,11:09:00,28.0,0.6999999999999997,0.6999999999999997,0.7999999999999998,0.5499999999999996,21.0,358.14517067671216,0.98,4.500000000000001,46.79
2,0,1,0,0,25,2024-06-01,11:10:00,28.0,0.6999999999999997,0.6999999999999997,0.7999999999999998,0.5999999999999996,21.0,373.8045018690312,0.98,4.500000000000001,47.23
2,0,1,0,0,25,2024-06-01,11:11:00,28.0,0.6999999999999997,0.6999999999999997,0.8499999999999999,0.5999999999999996,21.0,388.2282934290085,0.98,4.500000000000001,63.03
2,0,1,0,0,25,2024-06-01,11:12:00,28.0,0.7499999999999998,0.6999999999999997,0.8499999999999999,0.6499999999999997,21.0,348.22890928916456,0.98,4.500000000000001,41.58
1,0,1,0,0,25,2024-06-01,11:13:00,28.0,0.7999999999999998,0.6999999999999997,0.8499999999999999,0.5999999999999996,21.0,337.42097253662854,0.97,4.500000000000001,57.1
1,0,1,0,0,25,2024-06-01,11:14:00,28.0,0.7999999999999998,0.6999999999999997,0.8499999999999999,0.5999999999999996,21.0,335.1652628116959,0.97,4.500000000000001,53.74
1,0,1,0,0,25,2024-06-01,11:15:00,28.0,0.7999999999999998,0.6999999999999997,0.8499999999999999,0.5999999999999996,21.0,324.322363580396,0.97,4.500000000000001,61.84
2,0,1,0,0,25,2024-06-01,11:16:00,28.0,0.7999999999999998,0.7499999999999998,0.7999999999999998,0.5999999999999996,21.0,377.4399091317389,0.98,4.500000000000001,42.72
2,0,1,0,0,25,2024-06-01,11:17:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.5999999999999996,21.0,356.4184250716463,0.98,4.500000000000001,48.53
2,0,1,0,0,25,2024-06-01,11:18:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.5999999999999996,21.0,369.2700591126408,0.98,4.500000000000001,43.16
3,0,1,0,0,25,2024-06-01,11:19:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.5999999999999996,21.0,367.4045091849356,0.99,4.500000000000001,69.68
3,0,1,0,0,25,2024-06-01,11:20:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.5499999999999996,21.0,401.3625651492261,0.99,4.500000000000001,36.97
3,0,1,0,0,25,2024-06-01,11:21:00,28.0,0.8499999999999999,0.7999999999999998,0.7999999999999998,0.5499999999999996,21.0,387.5817121238538,0.99,4.500000000000001,57.43
3,0,1,0,0,25,2024-06-01,11:22:00,28.0,0.8499999999999999,0.7999999999999998,0.8499999999999999,0.5499999999999996,21.0,434.01430900668186,0.99,4.500000000000001,40.12
3,0,1,0,0,25,2024-06-01,11:23:00,28.0,0.8499999999999999,0.7999999999999998,0.8499999999999999,0.5499999999999996,21.0,365.12808542976313,0.99,4.500000000000001,47.15
3,0,1,0,0,25,2024-06-01,11:24:00,28.0,0.8499999999999999,0.7999999999999998,0.8499999999999999,0.5499999999999996,21.0,397.6746547426497,0.99,4.500000000000001,44.46
4,0,1,0,0,25,2024-06-01,11:25:00,28.0,0.8499999999999999,0.7999999999999998,0.8499999999999999,0.5499999999999996,21.0,435.0117708957725,1.0,4.500000000000001,36.91
4,0,1,0,0,25,2024-06-01,11:26:00,28.0,0.8499999999999999,0.7999999999999998,0.8499999999999999,0.5499999999999996,21.0,467.0007291558943,1.0,4.500000000000001,59.84
4,0,1,0,0,25,2024-06-01,11:27:00,28.0,0.8499999999999999,0.7999999999999998,0.8499999999999999,0.5499999999999996,21.0,448.9145090108253,1.0,4.500000000000001,64.57
4,0,1,0,0,25,2024-06-01,11:28:00,28.0,0.8499999999999999,0.7999999999999998,0.8499999999999999,0.5499999999999996,21.0,460.0654804633017,1.0,4.500000000000001,31.54
4,0,1,0,0,25,2024-06-01,11:29:00,28.0,0.8499999999999999,0.7999999999999998,0.8499999999999999,0.5499999999999996,21.0,473.2459142782108,1.0,4.500000000000001,30.8
4,0,1,0,0,25,2024-06-01,11:30:00,28.0,0.8499999999999999,0.7999999999999998,0.7999999999999998,0.5499999999999996,21.0,483.46435683898267,1.0,4.500000000000001,66.21
4,0,1,0,0,25,2024-06-01,11:31:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.4999999999999996,21.0,417.6650596066965,1.0,4.500000000000001,36.28
4,0,1,0,0,25,2024-06-01,11:32:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.4999999999999996,21.0,444.5627246436684,1.0,4.500000000000001,36.43
4,0,1,0,0,25,2024-06-01,11:33:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.4999999999999996,21.0,480.812969412704,1.0,4.500000000000001,52.59
4,0,1,0,0,25,2024-06-01,11:34:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.4999999999999996,21.0,498.7341357158068,1.0,4.500000000000001,37.28
4,0,1,0,0,25,2024-06-01,11:35:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.4999999999999996,21.0,486.7423173252516,1.0,4.500000000000001,64.08
4,0,1,0,0,25,2024-06-01,11:36:00,28.0,0.8499999999999999,0.7499999999999998,0.7999999999999998,0.4999999999999996,21.0,424.5760715149252,1.0,4.500000000000001,61.89
4,0,1,0,0,25,2024-06-01,11:37:00,28.0,0.8499999999999999,0.7499999999999998,0.7499999999999998,0.4999999999999996,21.0,403.4199820662381,1.0,4.500000000000001,51.55
4,0,1,0,0,25,2024-06-01,11:38:00,28.0,0.7999999999999998,0.7499999999999998,0.7499999999999998,0.4999999999999996,21.0,438.7271044887906,1.0,4.500000000000001,39.58
4,0,1,0,0,25,2024-06-01,11:39:00,28.0,0.7999999999999998,0.7499999999999998,0.7499999999999998,0.4999999999999996,21.0,468.99697422032506,1.0,4.500000000000001,52.08
4,0,1,0,0,25,2024-06-01,11:40:00,28.0,0.7999999999999998,0.7499999999999998,0.7499999999999998,0.4999999999999996,21.0,439.1082884903957,1.0,4.500000000000001,47.68
4,0,1,0,0,25,2024-06-01,11:41:00,28.0,0.7999999999999998,0.7499999999999998,0.7499999999999998,0.4999999999999996,21.0,437.9817035976402,1.0,4.500000000000001,68.18
3,0,1,0,0,25,2024-06-01,11:42:00,28.0,0.7999999999999998,0.7499999999999998,0.7499999999999998,0.4499999999999996,21.0,435.44073789736206,0.99,4.500000000000001,36.46
3,0,1,0,0,25,2024-06-01,11:43:00,28.0,0.7499999999999998,0.7499999999999998,0.7499999999999998,0.4499999999999996,21.0,392.5263401160468,0.99,4.500000000000001,37.93
3,0,1,0,0,25,2024-06-01,11:44:00,28.0,0.6999999999999997,0.7499999999999998,0.7999999999999998,0.4999999999999996,21.0,437.3815207330481,0.99,4.500000000000001,54.06
2,0,1,0,0,25,2024-06-01,11:45:00,28.0,0.6999999999999997,0.7499999999999998,0.7999999999999998,0.4999999999999996,21.0,364.4082880571034,0.98,4.500000000000001,60.91
3,0,1,0,0,25,2024-06-01,11:46:00,28.0,0.6999999999999997,0.7499999999999998,0.7999999999999998,0.4499999999999996,21.0,389.5409795110505,0.99,4.500000000000001,47.84
3,0,1,0,0,25,2024-06-01,11:47:00,28.0,0.6999999999999997,0.7499999999999998,0.7999999999999998,0.4499999999999996,21.0,400.8590920079729,0.99,4.500000000000001,35.03
3,0,1,0,0,25,2024-06-01,11:48:00,28.0,0.6999999999999997,0.7499999999999998,0.7499999999999998,0.4499999999999996,21.0,428.62022628073817,0.99,4.500000000000001,48.36
3,0,1,0,0,25,2024-06-01,11:49:00,28.0,0.6999999999999997,0.7499999999999998,0.7499999999999998,0.4499999999999996,21.0,371.3401825077595,0.99,4.500000000000001,41.43
3,0,1,0,0,25,2024-06-01,11:50:00,28.0,0.6999999999999997,0.7499999999999998,0.7999999999999998,0.4499999999999996,21.0,377.6777294284816,0.99,4.500000000000001,30.18
3,0,1,0,0,25,2024-06-01,11:51:00,28.0,0.6999999999999997,0.7499999999999998,0.8499999999999999,0.4999999999999996,21.0,445.6300343096783,0.99,4.500000000000001,50.08
3,0,1,0,0,25,2024-06-01,11:52:00,28.0,0.6999999999999997,0.7499999999999998,0.8499999999999999,0.4999999999999996,21.0,375.79424646432216,0.99,4.500000000000001,40.96
3,0,1,0,0,25,2024-06-01,11:53:00,28.0,0.6999999999999997,0.7499999999999998,0.8999999999999999,0.4999999999999996,21.0,411.0954586137949,0.99,4.500000000000001,57.8
3,0,1,0,0,25,2024-06-01,11:54:00,28.0,0.6499999999999997,0.7499999999999998,0.8999999999999999,0.4999999999999996,21.0,412.1383019995744,0.99,4.500000000000001,69.95
3,0,1,0,0,25,2024-06-01,11:55:00,28.0,0.6499999999999997,0.7499999999999998,0.8999999999999999,0.4999999999999996,21.0,404.0662015845221,0.99,4.500000000000001,51.88
4,0,1,0,0,25,2024-06-01,11:56:00,28.0,0.6499999999999997,0.7499999999999998,0.8999999999999999,0.4999999999999996,21.0,457.36942982921823,1.0,4.500000000000001,67.05
4,0,1,0,0,25,2024-06-01,11:57:00,28.0,0.6499999999999997,0.6999999999999997,0.8999999999999999,0.4999999999999996,21.0,407.5792070957142,1.0,4.500000000000001,61.89
5,0,1,0,0,25,2024-06-01,11:58:00,28.0,0.6999999999999997,0.7499999999999998,0.95,0.4999999999999996,21.0,482.8993401665122,1.01,4.500000000000001,68.24
5,0,1,0,0,25,2024-06-01,11:59:00,28.0,0.6999999999999997,0.7499999999999998,0.95,0.4999999999999996,21.0,455.8259882870345,1.01,4.500000000000001,32.77
5,0,1,0,0,25,2024-06-01,12:00:00,28.0,0.6999999999999997,0.7499999999999998,0.95,0.4999999999999996,21.0,499.2500889443784,1.01,4.500000000000001,64.51
5,0,1,0,0,25,2024-06-01,12:01:00,28.0,0.6999999999999997,0.7499999999999998,0.8999999999999999,0.4999999999999996,21.0,421.1835315059725,1.02,4.500000000000001,37.91
5,0,1,0,0,25,2024-06-01,12:02:00,28.0,0.6999999999999997,0.7499999999999998,0.8999999999999999,0.4999999999999996,21.0,485.6316125259215,1.02,4.500000000000001,35.11
4,0,1,0,0,25,2024-06-01,12:03:00,28.0,0.6999999999999997,0.7999999999999998,0.8499999999999999,0.4999999999999996,21.0,402.2324426459989,1.01,4.500000000000001,38.75
4,0,1,0,0,25,2024-06-01,12:04:00,28.0,0.6999999999999997,0.7999999999999998,0.8999999999999999,0.4999999999999996,21.0,413.4371675738044,1.01,4.500000000000001,50.59
4,0,1,0,0,25,2024-06-01,12:05:00,28.0,0.6999999999999997,0.7999999999999998,0.8999999999999999,0.4999999999999996,21.0,406.24517603883,1.01,4.500000000000001,57.7
4,0,1,0,0,25,2024-06-01,12:06:00,28.0,0.6999999999999997,0.7999999999999998,0.8999999999999999,0.4999999999999996,21.0,401.9405335842581,1.01,4.500000000000001,51.51
4,0,1,0,0,25,2024-06-01,12:07:00,28.0,0.6999999999999997,0.7999999999999998,0.8999999999999999,0.5499999999999996,21.0,479.08531418728,1.01,4.500000000000001,63.73
4,0,1,0,0,25,2024-06-01,12:08:00,28.0,0.6999999999999997,0.7499999999999998,0.8999999999999999,0.4999999999999996,21.0,414.2849081193068,1.01,4.500000000000001,30.25
4,0,1,0,0,25,2024-06-01,12:09:00,28.0,0.6999999999999997,0.7499999999999998,0.8999999999999999,0.4999999999999996,21.0,491.2548538237339,1.01,4.500000000000001,49.86
4,0,1,0,0,25,2024-06-01,12:10:00,28.0,0.6999999999999997,0.7999999999999998,0.8999999999999999,0.4499999999999996,21.0,496.3911830414229,1.01,4.500000000000001,47.03
4,0,1,0,0,25,2024-06-01,12:11:00,28.0,0.6999999999999997,0.7999999999999998,0.8999999999999999,0.4499999999999996,21.0,448.5512563924517,1.01,4.500000000000001,44.54
4,0,1,0,0,25,2024-06-01,12:12:00,28.0,0.6999999999999997,0.7999999999999998,0.8999999999999999,0.4499999999999996,21.0,397.1601347198872,1.01,4.500000000000001,32.6
4,0,1,0,0,25,2024-06-01,12:13:00,28.0,0.6999999999999997,0.7999999999999998,0.8999999999999999,0.4499999999999996,21.0,424.9457892055498,1.01,4.500000000000001,58.12
4,0,1,0,0,25,2024-06-01,12:14:00,28.0,0.6999999999999997,0.7999999999999998,0.8499999999999999,0.4499999999999996,21.0,475.7278716017857,1.01,4.500000000000001,57.68
4,0,1,0,0,25,2024-06-01,12:15:00,28.0,0.6999999999999997,0.7999999999999998,0.7999999999999998,0.39999999999999963,21.0,424.0868874436485,1.01,4.500000000000001,67.78
4,0,1,0,0,25,2024-06-01,12:16:00,28.0,0.6999999999999997,0.7999999999999998,0.7999999999999998,0.39999999999999963,21.0,390.4420661963346,1.01,4.500000000000001,59.61
4,0,1,0,0,25,2024-06-01,12:17:00,28.0,0.6999999999999997,0.7999999999999998,0.7999999999999998,0.39999999999999963,21.0,446.81418931138256,1.01,4.500000000000001,47.15
4,0,1,0,0,25,2024-06-01,12:18:00,28.0,0.6999999999999997,0.7999999999999998,0.8499999999999999,0.39999999999999963,21.0,481.41450217952416,1.01,4.500000000000001,49.93
4,0,1,0,0,25,2024-06-01,12:19:00,28.0,0.6999999999999997,0.7999999999999998,0.8499999999999999,0.4499999999999996,21.0,475.5111664572202,1.01,4.500000000000001,61.34
4,0,1,0,0,25,2024-06-01,12:20:00,28.0,0.6999999999999997,0.8499999999999999,0.8499999999999999,0.4499999999999996,21.0,401.0147768156424,1.01,4.500000000000001,37.81
4,0,1,0,0,25,2024-06-01,12:21:00,28.0,0.6999999999999997,0.8499999999999999,0.8499999999999999,0.4499999999999996,21.0,460.731753729496,1.01,4.500000000000001,36.26
4,0,1,0,0,25,2024-06-01,12:22:00,28.0,0.6999999999999997,0.7999999999999998,0.8499999999999999,0.4499999999999996,21.0,406.4605116122776,1.01,4.500000000000001,53.4
4,0,1,0,0,25,2024-06-01,12:23:00,28.0,0.6999999999999997,0.7999999999999998,0.8499999999999999,0.39999999999999963,21.0,406.1849041462607,1.01,4.500000000000001,59.4
4,0,1,0,0,25,2024-06-01,12:24:00,28.0,0.6499999999999997,0.7999999999999998,0.8499999999999999,0.39999999999999963,21.0,484.8886127966222,1.01,4.500000000000001,33.53
4,0,1,0,0,25,2024-06-01,12:25:00,28.0,0.6499999999999997,0.7999999999999998,0.8499999999999999,0.39999999999999963,21.0,409.9602743288276,1.01,4.500000000000001,49.89
4,0,1,0,0,25,2024-06-01,12:26:00,28.0,0.5999999999999996,0.7999999999999998,0.8499999999999999,0.39999999999999963,21.0,411.58968158216135,1.01,4.500000000000001,66.3
4,0,1,0,0,25,2024-06-01,12:27:00,28.0,0.5999999999999996,0.7999999999999998,0.8499999999999999,0.39999999999999963,21.0,380.078406891356,1.01,4.500000000000001,54.65
4,0,1,0,0,25,2024-06-01,12:28:00,28.0,0.5999999999999996,0.7999999999999998,0.8499999999999999,0.39999999999999963,21.0,484.4802840950621,1.01,4.500000000000001,42.45
5,0,1,0,0,25,2024-06-01,12:29:00,28.0,0.5999999999999996,0.7999999999999998,0.8499999999999999,0.39999999999999963,21.0,518.8892219813702,1.02,4.500000000000001,37.79
5,0,1,0,0,25,2024-06-01,12:30:00,28.0,0.5999999999999996,0.7999999999999998,0.8999999999999999,0.34999999999999964,21.0,494.0993402636017,1.02,4.500000000000001,59.99
5,0,1,0,0,25,2024-06-01,12:31:00,28.0,0.5999999999999996,0.7999999999999998,0.8999999999999999,0.34999999999999964,21.0,512.5398645908263,1.02,4.500000000000001,68.74
5,0,1,0,0,25,2024-06-01,12:32:00,28.0,0.5499999999999996,0.7999999999999998,0.8999999999999999,0.34999999999999964,21.0,422.80728511367374,1.03,4.500000000000001,61.28
5,0,1,0,0,25,2024-06-01,12:33:00,28.0,0.5499999999999996,0.7999999999999998,0.8499999999999999,0.34999999999999964,21.0,468.7485391881363,1.03,4.500000000000001,51.34
5,0,1,0,0,25,2024-06-01,12:34:00,28.0,0.5499999999999996,0.7999999999999998,0.7999999999999998,0.34999999999999964,21.0,452.6829081023171,1.03,4.500000000000001,38.22
5,0,1,0,0,25,2024-06-01,12:35:00,28.0,0.5499999999999996,0.7999999999999998,0.7999999999999998,0.34999999999999964,21.0,414.0664789385525,1.03,4.500000000000001,31.82
5,0,1,0,0,25,2024-06-01,12:36:00,28.0,0.5499999999999996,0.7999999999999998,0.7499999999999998,0.39999999999999963,21.0,472.9195727822386,1.03,4.500000000000001,44.43
5,0,1,0,0,25,2024-06-01,12:37:00,28.0,0.5499999999999996,0.7999999999999998,0.7499999999999998,0.39999999999999963,21.0,538.1109475513953,1.03,4.500000000000001,60.84
5,0,1,0,0,25,2024-06-01,12:38:00,28.0,0.5499999999999996,0.8499999999999999,0.7499999999999998,0.34999999999999964,21.0,406.0088678576042,1.03,4.500000000000001,54.69
5,0,1,0,0,25,2024-06-01,12:39:00,28.0,0.5499999999999996,0.8499999999999999,0.7499999999999998,0.39999999999999963,21.0,443.7191370240691,1.03,4.500000000000001,64.11
5,0,1,0,0,25,2024-06-01,12:40:00,28.0,0.5499999999999996,0.8999999999999999,0.7499999999999998,0.39999999999999963,21.0,431.1311404308555,1.03,4.500000000000001,51.75
5,0,1,0,0,25,2024-06-01,12:41:00,28.0,0.5499999999999996,0.8999999999999999,0.7499999999999998,0.39999999999999963,21.0,435.7219980498545,1.03,4.500000000000001,48.0
5,0,1,0,0,25,2024-06-01,12:42:00,28.0,0.5499999999999996,0.8499999999999999,0.7499999999999998,0.39999999999999963,21.0,536.2651827819063,1.03,4.500000000000001,43.73
5,0,1,0,0,25,2024-06-01,12:43:00,28.0,0.5499999999999996,0.8499999999999999,0.7499999999999998,0.39999999999999963,21.0,470.2103581351435,1.03,4.500000000000001,30.69
5,0,1,0,0,25,2024-06-01,12:44:00,28.0,0.5499999999999996,0.8499999999999999,0.7499999999999998,0.4499999999999996,21.0,469.9449119409728,1.03,4.500000000000001,68.19
4,0,1,0,0,25,2024-06-01,12:45:00,28.0,0.5499999999999996,0.8499999999999999,0.7499999999999998,0.4499999999999996,21.0,471.2690770946339,1.02,4.500000000000001,45.77
4,0,1,0,0,25,2024-06-01,12:46:00,28.0,0.4999999999999996,0.7999999999999998,0.7499999999999998,0.4499999999999996,21.0,398.5390644805911,1.02,4.500000000000001,69.59
4,0,1,0,0,25,2024-06-01,12:47:00,28.0,0.4999999999999996,0.8499999999999999,0.7499999999999998,0.4499999999999996,21.0,438.4718424920061,1.02,4.500000000000001,39.36
4,0,1,0,0,25,2024-06-01,12:48:00,28.0,0.4999999999999996,0.8499999999999999,0.7999999999999998,0.4499999999999996,21.0,431.5982256945272,1.02,4.500000000000001,37.55
4,0,1,0,0,25,2024-06-01,12:49:00,28.0,0.5499999999999996,0.8499999999999999,0.7499999999999998,0.4499999999999996,21.0,451.6292828655987,1.02,4.500000000000001,36.85
4,0,1,0,0,25,2024-06-01,12:50:00,28.0,0.5499999999999996,0.8499999999999999,0.7499999999999998,0.4499999999999996,21.0,499.94692439005263,1.02,4.500000000000001,32.26
4,0,1,0,0,25,2024-06-01,12:51:00,28.0,0.4999999999999996,0.8499999999999999,0.6999999999999997,0.4499999999999996,21.0,472.33386728984567,1.02,4.500000000000001,68.92
4,0,1,0,0,25,2024-06-01,12:52:00,28.0,0.4999999999999996,0.7999999999999998,0.6999999999999997,0.4499999999999996,21.0,427.7438843620913,1.02,4.500000000000001,43.2
4,0,1,0,0,25,2024-06-01,12:53:00,28.0,0.4999999999999996,0.7999999999999998,0.6499999999999997,0.4999999999999996,21.0,479.3063662728856,1.02,4.500000000000001,65.08
4,0,1,0,0,25,2024-06-01,12:54:00,28.0,0.4999999999999996,0.8499999999999999,0.6499999999999997,0.4999999999999996,21.0,400.4850035974976,1.02,4.500000000000001,45.07
4,0,1,0,0,25,2024-06-01,12:55:00,28.0,0.5499999999999996,0.8499999999999999,0.6499999999999997,0.4999999999999996,21.0,383.6556423570752,1.02,4.500000000000001,39.42
4,0,1,0,0,25,2024-06-01,12:56:00,28.0,0.4999999999999996,0.8499999999999999,0.6499999999999997,0.4999999999999996,21.0,404.5338046957128,1.02,4.500000000000001,42.18
4,0,1,0,0,25,2024-06-01,12:57:00,28.0,0.4999999999999996,0.8499999999999999,0.6499999999999997,0.4999999999999996,21.0,420.8493867337112,1.02,4.500000000000001,34.99
4,0,1,0,0,25,2024-06-01,12:58:00,28.0,0.4499999999999996,0.8499999999999999,0.6499999999999997,0.4999999999999996,21.0,441.2696908951472,1.02,4.500000000000001,64.38
4,0,1,0,0,25,2024-06-01,12:59:00,28.0,0.4499999999999996,0.8499999999999999,0.6499999999999997,0.5499999999999996,21.0,453.815496864944,1.02,4.500000000000001,64.82
4,0,1,0,0,25,2024-06-01,13:00:00,28.0,0.4499999999999996,0.8499999999999999,0.6499999999999997,0.5499999999999996,21.0,489.2726860657306,1.02,4.500000000000001,36.77
4,0,1,0,0,25,2024-06-01,13:01:00,28.0,0.4499999999999996,0.8499999999999999,0.6499999999999997,0.5499999999999996,21.0,441.1824811460549,1.02,4.500000000000001,40.87
4,0,1,0,0,25,2024-06-01,13:02:00,28.0,0.4999999999999996,0.8499999999999999,0.6499999999999997,0.5499999999999996,21.0,440.15307735508753,1.02,4.500000000000001,69.33
4,0,1,0,0,25,2024-06-01,13:03:00,28.0,0.4999999999999996,0.7999999999999998,0.6499999999999997,0.5499999999999996,21.0,386.0291611787579,1.02,4.500000000000001,47.08
4,0,1,0,0,25,2024-06-01,13:04:00,28.0,0.4999999999999996,0.8499999999999999,0.6999999999999997,0.5499999999999996,21.0,384.18938631874687,1.02,4.500000000000001,41.07
4,0,1,0,0,25,2024-06-01,13:05:00,28.0,0.4999999999999996,0.8499999999999999,0.6499999999999997,0.5499999999999996,21.0,446.1391954299646,1.02,4.500000000000001,50.57
5,0,1,0,0,25,2024-06-01,13:06:00,28.0,0.4999999999999996,0.7999999999999998,0.6499999999999997,0.5499999999999996,21.0,465.72679198725166,1.03,4.500000000000001,43.72
5,0,1,0,0,25,2024-06-01,13:07:00,28.0,0.4999999999999996,0.7999999999999998,0.6499999999999997,0.5499999999999996,21.0,525.8770592470448,1.03,4.500000000000001,55.7
5,0,1,0,0,25,2024-06-01,13:08:00,28.0,0.4499999999999996,0.7499999999999998,0.6499999999999997,0.5499999999999996,21.0,424.1019377067768,1.03,4.500000000000001,40.51
5,0,1,0,0,25,2024-06-01,13:09:00,28.0,0.4499999999999996,0.7499999999999998,0.6499999999999997,0.5999999999999996,21.0,403.7457493175575,1.03,4.500000000000001,42.98
5,0,1,0,0,25,2024-06-01,13:10:00,28.0,0.4499999999999996,0.7499999999999998,0.6499999999999997,0.5999999999999996,21.0,467.3558151895189,1.04,4.500000000000001,33.2
5,0,1,0,0,25,2024-06-01,13:11:00,28.0,0.4499999999999996,0.7499999999999998,0.6499999999999997,0.5999999999999996,21.0,435.62178351283865,1.04,4.500000000000001,44.11
5,0,1,0,0,25,2024-06-01,13:12:00,28.0,0.4499999999999996,0.7499999999999998,0.6499999999999997,0.5999999999999996,21.0,407.4421560008256,1.04,4.500000000000001,59.81
5,0,1,0,0,25,2024-06-01,13:13:00,28.0,0.4499999999999996,0.7499999999999998,0.6499999999999997,0.5999999999999996,21.0,508.6897430271444,1.04,4.500000000000001,55.87
5,0,1,0,0,25,2024-06-01,13:14:00,28.0,0.39999999999999963,0.7499999999999998,0.6999999999999997,0.6499999999999997,21.0,416.7389499935871,1.04,4.500000000000001,46.76
4,0,1,0,0,25,2024-06-01,13:15:00,28.0,0.39999999999999963,0.7499999999999998,0.6999999999999997,0.6499999999999997,21.0,452.9983400009326,1.03,4.500000000000001,42.27
4,0,1,0,0,25,2024-06-01,13:16:00,28.0,0.39999999999999963,0.7499999999999998,0.6999999999999997,0.5999999999999996,21.0,413.7259700200267,1.03,4.500000000000001,66.65
5,0,1,0,0,25,2024-06-01,13:17:00,28.0,0.39999999999999963,0.6999999999999997,0.6999999999999997,0.5999999999999996,21.0,426.0244075532533,1.04,4.500000000000001,66.57
5,0,1,0,0,25,2024-06-01,13:18:00,28.0,0.34999999999999964,0.6999999999999997,0.6999999999999997,0.5999999999999996,21.0,456.9627284378976,1.04,4.500000000000001,58.27
5,0,1,0,0,25,2024-06-01,13:19:00,28.0,0.34999999999999964,0.6999999999999997,0.6999999999999997,0.5499999999999996,21.0,520.2168664334431,1.04,4.500000000000001,64.5
5,0,1,0,0,25,2024-06-01,13:20:00,28.0,0.34999999999999964,0.7499999999999998,0.6499999999999997,0.4999999999999996,21.0,458.8140365356859,1.05,4.500000000000001,50.34
5,0,1,0,0,25,2024-06-01,13:21:00,28.0,0.34999999999999964,0.7499999999999998,0.6499999999999997,0.4999999999999996,21.0,512.6154473816583,1.05,4.500000000000001,31.78
